,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.7449831366539001,1.6054149866104126,-0.8127732276916504,-1.5755724906921387,0.40684932470321655,-1.7211517095565796,-0.31613144278526306,-0.22906279563903809,1.3287981748580933,1.6116997003555298,-1.6385537385940552,1.2178120613098145,-1.649476170539856,1.7404429912567139,-0.37928634881973267,0.6501755714416504,0.6267293095588684,-0.9973281621932983,-1.2802810668945312,-0.03094039112329483,0.5625597238540649,0.8695680499076843,-0.9143725633621216,-0.7230664491653442,-1.6459591388702393,0.7589150667190552,-1.3133291006088257,-0.4434494972229004,-1.0975100994110107,1.623013973236084,1.3492827415466309,1.7179394960403442,1.6497656106948853,-1.4435161352157593,0.24583618342876434,1.274533748626709,-0.8220314383506775,-1.426903247833252,0.9905300140380859,-1.0799903869628906,0.5772306323051453,0.5340320467948914,-1.4972314834594727,-0.27969762682914734,1.2099802494049072,1.392566442489624,-1.0553758144378662,-1.5727503299713135,-1.2149529457092285,0.9160769581794739
1,-0.7429723739624023,1.5880824327468872,-0.8079049587249756,-1.5826882123947144,0.4161793291568756,-1.7227901220321655,-0.30487877130508423,-0.2130652219057083,1.3455127477645874,1.618396282196045,-1.63545560836792,1.228480339050293,-1.6467987298965454,1.7477951049804688,-0.37373030185699463,0.6401786208152771,0.6389453411102295,-0.9956189393997192,-1.281517744064331,-0.013941720128059387,0.5773571729660034,0.8544108271598816,-0.9083026647567749,-0.7120343446731567,-1.6428202390670776,0.7746957540512085,-1.3157508373260498,-0.45854508876800537,-1.0913969278335571,1.6052724123001099,1.331598162651062,1.7006431818008423,1.6616079807281494,-1.4426820278167725,0.24921737611293793,1.257797360420227,-0.8351746201515198,-1.4356634616851807,0.9754141569137573,-1.0842310190200806,0.5843813419342041,0.5474945902824402,-1.4905647039413452,-0.28670933842658997,1.1944962739944458,1.4023573398590088,-1.0589520931243896,-1.5718811750411987,-1.226151943206787,0.9175734519958496
2,-0.7333231568336487,1.5701653957366943,-0.8002740740776062,-1.581120252609253,0.4319798946380615,-1.7160900831222534,-0.30410531163215637,-0.20129555463790894,1.3589149713516235,1.6032558679580688,-1.6347732543945312,1.2433276176452637,-1.6469285488128662,1.732142686843872,-0.3753693103790283,0.6413103938102722,0.6560235619544983,-0.9923953413963318,-1.2795733213424683,0.002236570231616497,0.5914797186851501,0.8453198075294495,-0.898942232131958,-0.6988097429275513,-1.6389158964157104,0.7899165749549866,-1.3165717124938965,-0.4695111811161041,-1.092069149017334,1.5858720541000366,1.3110573291778564,1.6805596351623535,1.65531587600708,-1.4427297115325928,0.2387416809797287,1.2450592517852783,-0.8316751718521118,-1.4414243698120117,0.9630300402641296,-1.085748553276062,0.6013658046722412,0.5661361217498779,-1.4861159324645996,-0.27935609221458435,1.1926606893539429,1.3859131336212158,-1.0620895624160767,-1.574859380722046,-1.2301076650619507,0.8974888324737549
3,-0.7117522954940796,1.5591926574707031,-0.7815294861793518,-1.5815879106521606,0.4437727630138397,-1.7103092670440674,-0.29028192162513733,-0.18067388236522675,1.3607407808303833,1.5915164947509766,-1.6346218585968018,1.247090458869934,-1.646897315979004,1.7204973697662354,-0.3567714989185333,0.651788055896759,0.6680606603622437,-0.9857579469680786,-1.2783780097961426,0.02084478549659252,0.6052553653717041,0.8450415134429932,-0.8821266889572144,-0.6782603859901428,-1.6357324123382568,0.8002437949180603,-1.3130096197128296,-0.4536971151828766,-1.0833908319473267,1.574184536933899,1.2990256547927856,1.6693615913391113,1.6452429294586182,-1.4444516897201538,0.2315487414598465,1.242672324180603,-0.8173827528953552,-1.4461334943771362,0.9588427543640137,-1.0755681991577148,0.6141948103904724,0.5763591527938843,-1.4837037324905396,-0.2648262679576874,1.1911053657531738,1.3740519285202026,-1.067501425743103,-1.5760051012039185,-1.226937174797058,0.8885037302970886
4,-0.7080650925636292,1.5590615272521973,-0.7786712646484375,-1.5891810655593872,0.4431779980659485,-1.715818166732788,-0.2789434790611267,-0.16807745397090912,1.3629231452941895,1.5912868976593018,-1.635506510734558,1.2530686855316162,-1.64701247215271,1.7220393419265747,-0.34626778960227966,0.6533234715461731,0.6707037091255188,-0.9783340692520142,-1.2657591104507446,0.033909425139427185,0.6102067232131958,0.848927915096283,-0.8803626894950867,-0.6718755960464478,-1.641497015953064,0.8048602938652039,-1.3053710460662842,-0.4427492916584015,-1.078661322593689,1.5749858617782593,1.3002806901931763,1.6703089475631714,1.6467084884643555,-1.4497888088226318,0.23488149046897888,1.2481606006622314,-0.8215891122817993,-1.4412336349487305,0.9618008136749268,-1.0680146217346191,0.6157992482185364,0.5753389000892639,-1.4909096956253052,-0.25709110498428345,1.1964282989501953,1.374879002571106,-1.0557142496109009,-1.5776262283325195,-1.2162144184112549,0.8888532519340515
5,-0.7038947939872742,1.5581789016723633,-0.7761759161949158,-1.593026876449585,0.4376770555973053,-1.7173285484313965,-0.27163535356521606,-0.15887324512004852,1.3642293214797974,1.5907243490219116,-1.6334270238876343,1.253456950187683,-1.6443569660186768,1.7220885753631592,-0.34288692474365234,0.6554797291755676,0.672712504863739,-0.9731192588806152,-1.2606773376464844,0.043002065271139145,0.6140174865722656,0.8470513820648193,-0.8773891925811768,-0.6659807562828064,-1.6453187465667725,0.8054333329200745,-1.3015285730361938,-0.4369552433490753,-1.0799258947372437,1.5744553804397583,1.2995411157608032,1.669971227645874,1.6472339630126953,-1.4516117572784424,0.23317140340805054,1.2492769956588745,-0.8204666376113892,-1.4400297403335571,0.9595826864242554,-1.0672638416290283,0.6176324486732483,0.5735723376274109,-1.4926484823226929,-0.25232771039009094,1.1953611373901367,1.3748135566711426,-1.0486291646957397,-1.5778356790542603,-1.2140629291534424,0.8853257298469543
6,-0.7009451985359192,1.5581650733947754,-0.7725278735160828,-1.5900425910949707,0.42886003851890564,-1.7109705209732056,-0.26993992924690247,-0.15592198073863983,1.3662370443344116,1.5904630422592163,-1.6318587064743042,1.2532329559326172,-1.6436017751693726,1.721907615661621,-0.34131544828414917,0.6530677080154419,0.6710245609283447,-0.9714230895042419,-1.2570470571517944,0.046456512063741684,0.6090625524520874,0.8453580737113953,-0.876422107219696,-0.6604418754577637,-1.6401128768920898,0.8042512536048889,-1.2967339754104614,-0.4326614737510681,-1.080405831336975,1.574694037437439,1.3002967834472656,1.6702795028686523,1.6476850509643555,-1.4495623111724854,0.22968734800815582,1.2491488456726074,-0.8150805830955505,-1.4370962381362915,0.9589391350746155,-1.0675842761993408,0.6141715049743652,0.5706272721290588,-1.4911917448043823,-0.24846932291984558,1.1950156688690186,1.3767375946044922,-1.0472853183746338,-1.5763949155807495,-1.2136143445968628,0.8830153346061707
7,-0.6999627947807312,1.5598000288009644,-0.7709578275680542,-1.5857651233673096,0.4156172275543213,-1.707726240158081,-0.26828238368034363,-0.15073293447494507,1.3618956804275513,1.5912944078445435,-1.630086898803711,1.2438782453536987,-1.6421314477920532,1.725279688835144,-0.33983877301216125,0.6465005874633789,0.6669901609420776,-0.9702041149139404,-1.2559771537780762,0.04787018522620201,0.6028647422790527,0.8375877141952515,-0.8727197051048279,-0.6582980751991272,-1.637172818183899,0.7978324890136719,-1.296223521232605,-0.43016359210014343,-1.0816967487335205,1.5775768756866455,1.296446442604065,1.6731393337249756,1.6502784490585327,-1.4455995559692383,0.22769871354103088,1.2394417524337769,-0.8135110139846802,-1.4307076930999756,0.9516701102256775,-1.0687626600265503,0.6104910373687744,0.5679017305374146,-1.4919795989990234,-0.2456156313419342,1.1862807273864746,1.3743083477020264,-1.0466718673706055,-1.5729259252548218,-1.2142547369003296,0.879627525806427
8,-0.6980206966400146,1.5632247924804688,-0.7693766951560974,-1.5833326578140259,0.4007839560508728,-1.7075982093811035,-0.27030012011528015,-0.15356405079364777,1.3599669933319092,1.5953893661499023,-1.6294138431549072,1.2387142181396484,-1.6418131589889526,1.7280378341674805,-0.3439449667930603,0.6389924883842468,0.6628111600875854,-0.9679577350616455,-1.256806492805481,0.046031802892684937,0.5951903462409973,0.833953320980072,-0.8692139387130737,-0.6555670499801636,-1.6346392631530762,0.794031023979187,-1.2977269887924194,-0.4290977418422699,-1.0827577114105225,1.5807998180389404,1.297155737876892,1.6745587587356567,1.654550313949585,-1.4445725679397583,0.22252216935157776,1.2344374656677246,-0.8078394532203674,-1.4274405241012573,0.9476885199546814,-1.0673596858978271,0.6047465205192566,0.564384400844574,-1.491817831993103,-0.24683496356010437,1.177822470664978,1.375538945198059,-1.044834017753601,-1.5711798667907715,-1.214219331741333,0.8769952654838562
9,-0.6958235502243042,1.5651744604110718,-0.7651940584182739,-1.5831127166748047,0.40173256397247314,-1.708362340927124,-0.2672896981239319,-0.15326431393623352,1.358943223953247,1.598156452178955,-1.6288516521453857,1.2371641397476196,-1.6406991481781006,1.7309256792068481,-0.343625545501709,0.6325650215148926,0.6583614349365234,-0.9619814157485962,-1.2553377151489258,0.050235118716955185,0.5892900228500366,0.8336133360862732,-0.8629404902458191,-0.6523724794387817,-1.6353063583374023,0.7913166880607605,-1.2959405183792114,-0.42397716641426086,-1.0826480388641357,1.582257866859436,1.2963228225708008,1.6760663986206055,1.6576228141784668,-1.444469928741455,0.22699150443077087,1.2331299781799316,-0.7996506690979004,-1.4220181703567505,0.9461358785629272,-1.0645781755447388,0.5979256629943848,0.5545032620429993,-1.493114709854126,-0.2466852068901062,1.1757593154907227,1.3740943670272827,-1.0409860610961914,-1.570336103439331,-1.213157057762146,0.8782709836959839
