0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-1.7412751,15.297618,16.529924,16.259686,17.202986,16.807116,15.66214,17.419628,16.936502,15.329512,16.394032,15.224589,16.0135,17.011263,17.025684,15.689583,16.833155,16.274014,15.600319,16.603945,17.297369,16.317726,15.664867,16.245995,16.638504,15.675497,16.020784,15.215353,16.489588,16.68489,15.530695,16.785677,16.773022,17.117054,15.513782,16.660997,16.763298,17.208786,15.788015,17.023006,15.362259,14.960133,17.370895,16.362926,17.336163,15.796026,16.255156,16.567713,16.643368,15.800334,16.201996,17.309038,16.549969,15.910589,17.234776,16.073437,16.751991,16.749838,16.147991,16.993866,16.246384,15.562062,16.918903,16.859373,16.79919,17.553118,16.28807,16.62031,16.208462,16.60725,16.748857,16.02459,17.176579,15.772483,16.570633,16.082783,16.20325,17.237993,17.288744,17.353514,16.561357,16.119873,17.32809,17.64858,15.817749,16.319326,16.182278,16.184803,15.761439,17.139633,16.732876,17.32312,16.418987,16.429352,16.932339,17.58116,16.540895,16.565754,16.772314,16.294046,16.008379,16.310663
-1.6976125,14.8143635,15.924284,15.301495,15.255981,14.470737,15.045224,16.215368,15.445266,15.364837,14.6398115,15.765165,15.451846,16.093517,16.052902,14.859436,15.404722,15.784267,15.036211,15.269199,15.699226,15.53742,15.5204525,15.183571,15.767357,16.316875,16.364573,16.17646,16.251741,14.807953,15.555516,15.979452,16.240494,15.177315,14.823309,16.63466,15.4662,15.930387,17.400635,14.5604515,15.291955,15.213712,15.911763,15.520071,16.819572,15.358519,16.179615,15.50171,15.103506,16.749767,14.953314,16.507954,15.064627,14.844328,15.9331455,16.14262,16.58287,16.327724,15.9876,15.808301,15.900253,15.528976,16.368317,16.796396,15.387807,15.9389515,14.787348,15.36868,16.06543,15.528254,15.73823,15.455406,16.11634,15.283912,15.978251,15.7339115,15.59981,15.957418,15.360868,16.14904,15.773201,16.15986,16.116604,16.025227,15.492565,16.14642,15.877265,15.905321,15.204738,16.108002,16.538559,16.02974,15.833873,16.421328,15.334382,16.316776,14.944576,15.436255,15.712748,15.825514,15.296476,14.836273
-1.6539497,14.283005,15.30937,15.68486,15.581081,15.10004,14.293691,15.13906,15.059544,14.715092,14.376617,14.946959,13.985765,15.348276,15.945002,14.892834,14.507652,15.6209545,14.319327,15.557286,14.089977,14.297059,15.654828,14.174517,15.020657,15.172464,14.779891,14.371863,15.892133,15.455513,15.609362,14.527332,15.41657,14.749838,14.690214,14.82891,14.735469,15.277025,14.700952,15.084906,14.122425,15.070998,14.932808,14.669312,15.338825,13.48863,14.156666,15.251015,15.735287,14.489492,15.351311,15.760676,14.588264,14.815539,15.6829605,15.383245,15.62635,15.856461,15.006027,15.12892,14.07411,14.879853,14.302129,16.255707,15.39231,14.839401,13.757857,16.006754,16.16855,15.088713,15.125385,14.163461,15.278782,14.013858,14.480877,16.051178,14.016981,15.798872,15.406757,15.106789,14.595439,15.024789,14.92246,15.797291,13.649408,16.343176,14.407666,14.870779,14.510744,14.336433,14.477045,16.912018,15.509285,14.724384,13.344609,15.356265,14.52499,15.810112,14.9610405,14.77517,14.628128,15.189154
-1.6102871,13.708853,15.282794,15.108592,14.294672,14.251148,14.400421,14.3422365,13.791511,14.2412815,13.322832,13.718285,14.271744,13.869139,14.346489,13.989046,14.600667,14.495695,13.12417,13.611585,14.3014765,14.636292,13.378762,13.301022,14.872971,13.884345,13.789795,15.055254,15.358381,14.219017,13.811452,13.137246,14.51597,14.5756,13.472617,14.801742,14.339285,13.969934,13.230462,14.642942,13.570175,13.677388,14.032933,14.146865,14.59751,13.457193,13.804948,13.818647,14.423269,13.105779,14.703043,15.065571,13.442311,13.382442,14.964652,14.387815,14.188819,13.665407,15.2134695,13.82682,13.801305,13.464885,14.359656,15.540598,14.421463,13.073067,13.630276,13.591381,14.5829525,13.970526,14.8040905,14.007118,14.7675085,12.910755,13.775713,14.605339,14.210792,14.063538,14.574741,14.213373,13.64867,14.388416,14.512986,13.647522,13.791659,15.238367,13.88637,14.842161,13.003368,12.830931,14.994154,14.737997,13.661149,14.230752,13.359106,14.673147,13.390915,14.05331,15.513952,14.008818,14.163275,13.427125
-1.5666244,13.097643,13.39018,13.602592,12.882556,12.004319,13.173973,13.377396,12.586217,13.849315,12.51597,13.209183,12.3197365,13.034081,12.67344,13.507864,13.001635,12.860721,12.698599,13.5697365,13.522388,12.2106285,12.820274,12.464594,13.376914,12.436064,12.588333,13.661301,13.7501955,13.037722,12.574907,13.81975,13.507622,13.431573,13.200054,13.721043,12.876461,13.305892,13.691591,13.201607,12.320048,12.829517,13.187656,12.780347,12.803719,12.85327,13.390477,13.372334,12.910263,13.313608,12.747333,13.541884,12.9620075,14.106615,13.252719,13.549263,13.675951,13.566189,12.911048,13.652641,12.600145,13.569948,13.106246,14.072241,13.271622,12.569361,12.879841,12.927226,12.925995,12.737591,14.132565,12.672709,12.868568,12.46055,12.985187,14.361212,12.952032,12.992369,12.619395,12.355539,13.184328,12.990662,12.857995,12.792803,12.665122,13.865477,13.19685,13.0292425,12.815563,13.407298,13.409982,13.319458,12.364599,13.141591,12.637205,13.277679,13.227702,12.971914,13.359289,12.840231,12.425053,12.450333
-1.5229617,12.4554825,12.532324,12.7656555,12.450523,12.269497,12.518207,12.561803,12.277676,12.526562,12.05838,11.726826,11.275714,11.6954365,11.54047,12.257853,11.865558,12.229042,11.434136,11.740719,12.016244,11.480089,11.003637,11.713881,13.069462,12.663413,12.668713,11.214399,11.880459,12.7346,13.306352,11.861846,12.383769,11.215008,11.879807,11.737111,10.756486,12.198089,12.588157,12.089923,12.1547785,12.367561,12.007985,11.218619,13.47038,11.867195,12.157458,12.091511,11.853757,12.742807,11.99216,12.294052,11.594374,12.629507,12.150981,11.970703,12.051106,12.773582,11.771705,12.357807,12.267501,12.344172,12.1338825,11.967923,11.956907,11.9136305,12.012047,12.874591,12.471012,12.001936,13.391418,12.578453,11.610724,12.45381,12.736044,11.409425,12.265214,12.492368,12.905464,11.902067,12.893641,13.020399,12.058716,11.763609,12.281242,13.057392,12.213518,11.979093,11.516406,12.305658,12.205281,12.844547,12.394243,12.848799,12.974863,12.534907,12.077217,12.600132,11.717152,12.331409,11.850723,12.120551
-1.4792991,11.788788,10.851696,12.1069145,11.465138,10.982506,11.708536,12.029408,10.623553,11.27515,11.128118,10.598039,11.215769,11.438191,10.994386,10.540503,11.519749,11.805471,10.73207,12.076911,11.286934,11.67098,11.348128,11.219062,11.709477,11.667552,10.88346,11.197123,11.731521,12.079524,10.975261,11.604727,11.616285,11.767735,11.577274,11.186534,11.934983,10.727434,12.624167,11.203055,11.516844,11.88076,11.260276,10.718649,11.849824,12.0123825,12.461295,11.589181,11.359753,11.344489,11.791357,12.520786,11.364167,11.536997,11.895571,12.252197,11.616131,11.244117,12.709739,11.723856,11.710257,11.586255,11.965816,11.646324,10.896991,11.265507,11.168108,12.035553,12.576166,11.548407,11.306354,12.396662,12.082581,11.577226,11.759684,12.309319,11.665698,11.746447,12.147633,10.657021,10.874184,11.332365,12.24169,12.294342,11.399688,11.152112,11.152851,12.064178,11.27367,11.870542,11.248539,11.607405,11.296238,12.862032,11.115214,10.944195,10.948344,11.216291,10.914488,11.524778,11.525526,11.224219
-1.4356364,11.104219,10.806052,11.830417,11.5321455,10.803305,10.998328,11.368271,10.248583,11.408044,10.30311,11.026743,11.605753,11.852361,10.647318,11.340896,10.661212,11.380996,10.240915,10.752163,11.492027,11.02968,11.357936,10.380799,10.609303,11.213716,10.883811,11.161243,10.945287,10.971424,11.510529,10.720267,11.579153,10.5589905,11.062353,10.944202,11.046494,11.148714,11.343752,11.183868,11.017176,10.999245,10.944535,10.9226055,10.422411,10.670696,10.636364,10.583115,11.793268,11.992767,11.542281,10.806026,10.577292,11.682586,11.171077,10.113874,10.672722,11.998272,9.947674,11.756858,10.862443,11.027263,11.019388,10.653357,11.316132,10.082783,10.996167,10.02023,12.290025,10.987626,10.537678,10.674162,10.669267,11.647506,11.225633,10.468592,10.969612,11.181498,11.511617,11.492235,9.921081,11.418542,10.698528,11.385868,10.709138,10.964621,11.264825,11.090607,11.465893,10.577735,9.951667,11.436022,10.846155,11.739325,11.101471,10.649947,11.498531,11.45337,10.411668,12.103215,10.831615,11.166564
-1.3919737,10.408619,10.464711,10.855853,9.447251,10.868552,10.484899,10.5461645,10.262053,10.323069,10.754688,10.811449,10.376132,9.989127,10.9478035,9.424937,10.434191,9.976974,9.892692,10.681734,11.122178,10.864177,10.373444,10.241459,10.352345,10.68264,10.788895,11.426212,10.738386,10.3189125,10.530886,10.305536,10.090958,9.801041,9.10206,9.821883,10.569776,10.781484,11.394605,9.682244,9.47962,10.577557,9.9144125,10.595601,9.988064,9.130941,10.05644,11.024993,9.809446,9.763481,9.9981785,10.194791,10.872498,10.060368,10.878614,10.307816,10.752039,10.49401,10.699752,10.544247,10.559039,9.955186,10.113701,10.418665,9.787373,10.635769,9.241599,10.113192,11.0033455,10.243402,9.945057,10.483746,10.789574,10.121836,10.1693945,10.920896,9.940495,10.110086,10.801305,9.560611,11.01269,10.890481,10.729358,10.004353,10.454619,10.590644,11.257315,10.458099,9.462884,10.773551,10.462237,10.4026985,10.101285,10.181631,10.263215,10.157092,9.6442,10.759983,9.65867,10.220623,10.651416,10.201882
-1.348311,9.708936,10.251909,9.852274,10.277317,9.857073,10.080791,9.484024,10.601633,9.7066555,9.658328,10.566424,10.249815,9.57441,10.315264,9.4845495,10.054198,10.109027,10.2548485,9.958288,10.090316,10.193569,9.736344,9.673182,9.94511,9.269369,9.141092,10.061467,10.581457,9.759972,9.079681,10.140069,9.963606,10.05731,9.978816,10.19724,10.003581,9.988558,10.767265,10.493891,9.49056,9.892621,9.183977,10.547442,10.5815735,9.997727,9.33092,9.751365,10.229324,10.615892,11.213475,10.427938,9.674535,9.215144,10.281704,10.159034,10.109701,9.719799,9.922281,10.783678,9.773903,11.069716,10.271983,9.19122,9.780036,9.6262665,9.39108,9.733345,9.700103,9.875259,10.201813,8.980581,8.915227,9.801933,9.716235,10.280592,10.042044,10.425753,10.783691,10.469339,10.225099,8.951601,11.065328,9.839496,10.139381,9.167958,9.208697,9.939357,8.5217285,9.240953,9.735804,9.985762,10.068537,10.325122,9.588309,10.912218,10.802467,10.057105,10.294594,8.879022,9.82484,9.62065
-1.3046484,9.01216,8.824788,9.553121,8.821714,10.689972,8.361107,8.904601,9.524053,8.811598,9.067415,8.874315,9.67596,9.896165,9.988979,8.9541235,9.71697,9.382255,9.919393,9.75854,8.315541,8.827217,8.647396,9.337309,9.676352,9.142486,9.82069,8.346268,8.975277,8.859437,9.112192,8.724024,10.201375,8.562099,9.319054,9.026742,9.000732,8.896487,9.914063,8.472395,9.850966,9.373097,9.558621,8.527397,8.589933,8.495305,9.721624,9.357339,9.460419,9.16149,9.239793,9.5656595,9.147323,10.290904,9.205697,9.219096,9.791961,9.07174,9.761117,9.915429,8.743971,9.262742,7.9936275,9.513052,8.965543,10.050185,9.374584,9.651403,8.649041,9.09101,8.589693,9.071883,8.918812,9.616409,9.66013,9.840731,9.584955,9.0749,8.39657,9.775426,10.047633,9.304523,9.5023775,9.902536,9.590253,8.983776,9.325051,9.095337,8.613611,9.911177,9.748393,9.895582,9.675562,10.731138,9.936608,9.548476,10.090581,9.303803,8.886587,9.336034,9.278813,9.209108
