0,1,2,3,4,5,6,7,8,9
1.4628222,1.4698583,1.4611858,1.4635063,1.468179,1.4689859,1.4662127,1.464216,1.4702853,1.4672475
1.4627072,1.4696598,1.4617107,1.4629416,1.467983,1.4681641,1.4664687,1.4647195,1.4700271,1.4670266
1.4625921,1.4694614,1.4622356,1.462377,1.467787,1.4673423,1.4667248,1.4652231,1.4697689,1.4668058
1.4624771,1.469263,1.4627603,1.4618123,1.467591,1.4665204,1.4669807,1.4657265,1.4695106,1.466585
1.462362,1.4690645,1.4632852,1.4612477,1.4673951,1.4656986,1.4672368,1.46623,1.469251,1.4663641
1.462247,1.468866,1.4638101,1.460683,1.467199,1.4648768,1.4674927,1.4667336,1.4689909,1.4661462
1.462132,1.4686675,1.4643382,1.4601183,1.467003,1.464055,1.4677486,1.467237,1.4687308,1.4659332
1.4620169,1.4684695,1.4648664,1.4595537,1.466807,1.4632331,1.4680047,1.4677397,1.4684707,1.4657202
1.4619019,1.4682721,1.4653947,1.458989,1.466611,1.4624113,1.4682606,1.4682424,1.4682106,1.4655071
1.4617869,1.4680748,1.465923,1.4584243,1.466415,1.4615895,1.4685166,1.4687452,1.4679505,1.4652941
1.4616718,1.4678774,1.4664512,1.4578596,1.4662191,1.4607676,1.4687726,1.4692479,1.4676903,1.465081
1.4615568,1.46768,1.4669794,1.4572951,1.4660231,1.4599458,1.4690286,1.4697506,1.4674302,1.464868
1.4614418,1.4674827,1.4675077,1.4567304,1.465827,1.4591103,1.4692847,1.4702533,1.4671702,1.4646549
1.4613267,1.4672853,1.4680359,1.4561657,1.465631,1.4582703,1.4695406,1.470756,1.4669101,1.4644419
1.4612117,1.4670879,1.4685642,1.455601,1.4654417,1.4574305,1.4697969,1.4712588,1.4666712,1.4642289
1.461119,1.466891,1.4690579,1.4550364,1.4652891,1.4566425,1.4700533,1.4717509,1.4664496,1.4640257
1.4610673,1.4667392,1.469427,1.4546436,1.4651685,1.4560506,1.4702494,1.4720843,1.46626,1.4638609
1.461027,1.4665943,1.4697835,1.4543029,1.4650477,1.4554588,1.4704496,1.4724349,1.4660702,1.4637069
1.4609847,1.4664496,1.4701248,1.4539346,1.4649271,1.4548967,1.4706093,1.4727888,1.4658805,1.4635671
1.4609061,1.4663048,1.470466,1.4535527,1.4648064,1.4543749,1.4707338,1.4731427,1.4656965,1.4634273
1.4608277,1.4661422,1.4708072,1.4531834,1.4646857,1.453853,1.4708581,1.4734966,1.4655095,1.4632875
1.4607533,1.4659661,1.471122,1.4528989,1.4645605,1.4533763,1.4709226,1.4737679,1.4653304,1.4631524
1.4607142,1.4657936,1.4712795,1.4526685,1.4643835,1.4530114,1.4709264,1.4739093,1.4651526,1.4630382
1.4606751,1.4656221,1.4714371,1.4524384,1.4642065,1.4526668,1.4709302,1.4740506,1.464975,1.4629251
1.4606395,1.4654505,1.4715804,1.452208,1.4640366,1.4523256,1.4709342,1.474192,1.4648048,1.4628118
1.4607403,1.465411,1.4715368,1.4524156,1.4640155,1.4524184,1.4708558,1.4740876,1.4647636,1.462839
1.4608412,1.4653723,1.471493,1.4526362,1.4639999,1.4525902,1.47077,1.4739736,1.4647225,1.4628743
1.460942,1.4653337,1.471449,1.4528575,1.463979,1.4527419,1.470684,1.4738595,1.4646814,1.462889
1.4610429,1.4652951,1.4714053,1.4530787,1.46396,1.4528934,1.4705971,1.4737456,1.4646422,1.462901
1.4611437,1.4652538,1.4713625,1.4532999,1.4639411,1.4530449,1.4705102,1.4736316,1.464604,1.462913
1.4612446,1.4652119,1.4713185,1.4535211,1.463922,1.4531965,1.4704233,1.4735177,1.4645659,1.4629251
1.4613469,1.4651735,1.4712723,1.4537424,1.4639033,1.4533489,1.4703364,1.4733793,1.4645277,1.4629451
1.4614985,1.4651389,1.4709787,1.454201,1.4638942,1.4537781,1.4700693,1.4729841,1.4645073,1.463004
1.4616555,1.4651045,1.4706807,1.4546756,1.4638853,1.4542525,1.4697899,1.4725888,1.4644877,1.4630638
1.4618144,1.46507,1.4703827,1.4551513,1.4638762,1.4547269,1.4695103,1.4721935,1.464468,1.4631238
1.4619732,1.4650354,1.4700847,1.4556271,1.4638672,1.4552013,1.4692308,1.4717982,1.4644483,1.4631836
1.4621534,1.465002,1.4697769,1.4561474,1.4638811,1.4557258,1.4689444,1.4713732,1.4644446,1.463258
1.4623367,1.4649688,1.4694389,1.4566923,1.4639051,1.4562964,1.4686434,1.4709413,1.4644481,1.4633477
1.4625199,1.4649408,1.4691035,1.4572399,1.4639299,1.45684,1.4683429,1.4705094,1.4644514,1.4634377
1.4627084,1.4649204,1.4687697,1.4578029,1.4639661,1.4574027,1.4680498,1.47008,1.4644713,1.4635346
1.4629058,1.4649211,1.4684392,1.4584064,1.4640198,1.458017,1.4677688,1.4696596,1.4644932,1.4636538
1.463097,1.4649172,1.4681118,1.4590175,1.4640733,1.4586312,1.4674878,1.469242,1.4645149,1.4637741
1.4632839,1.4649061,1.4677839,1.4596288,1.4641038,1.4592661,1.4672072,1.4688342,1.4645342,1.4638945
1.4635388,1.4649401,1.4675107,1.460259,1.4641476,1.459949,1.466935,1.4684293,1.4645734,1.4640265
1.4637973,1.4650201,1.4671758,1.460928,1.4642323,1.4606354,1.4667037,1.4680296,1.4646645,1.4641854
1.4640383,1.46507,1.466824,1.4615877,1.4643339,1.4613366,1.4665394,1.4676037,1.4647493,1.4643254
1.4642348,1.46512,1.4664603,1.4622082,1.464415,1.4620236,1.4663068,1.4671644,1.4648315,1.4644665
1.4643906,1.4651351,1.4660857,1.4628361,1.4645399,1.462678,1.4660838,1.4667598,1.464885,1.4645761
1.4644579,1.4651129,1.4658445,1.4631857,1.4645913,1.4630318,1.4659154,1.4665396,1.4649023,1.4646202
1.4645525,1.4650855,1.4656651,1.4635489,1.4646114,1.4633659,1.4657818,1.4663438,1.4649436,1.4647256
