0,1,2,3,4,5,6,7,8,9
1.4693698,1.4739544,1.481517,1.4760687,1.4803373,1.4749268,1.4744325,1.480829,1.472191,1.4772116
1.468872,1.4728289,1.4806474,1.4755422,1.4800061,1.4746242,1.474598,1.4808205,1.4712635,1.4765561
1.4683741,1.4717032,1.4797779,1.4750156,1.479675,1.4743215,1.4747635,1.4808121,1.4703361,1.4759004
1.4678763,1.4705775,1.4789084,1.4744892,1.4793422,1.4740188,1.4749291,1.4808037,1.4694086,1.4752449
1.4673785,1.4694518,1.4780413,1.4739625,1.4790089,1.4737163,1.4750946,1.4807953,1.4684813,1.4745893
1.4668807,1.4683262,1.477174,1.4734361,1.4786744,1.4734136,1.4752601,1.4807868,1.4675539,1.4739338
1.4663829,1.4672005,1.4763068,1.4729096,1.4783399,1.4731109,1.4754257,1.4807783,1.4666264,1.4732783
1.465885,1.4660748,1.4754397,1.472383,1.4780054,1.4728082,1.4755912,1.4807692,1.465699,1.4726259
1.4653869,1.4649491,1.4745724,1.4718565,1.4776709,1.4725057,1.4757568,1.4807594,1.4647726,1.4719752
1.4648873,1.463822,1.4737053,1.4713299,1.4773364,1.472203,1.4759222,1.4807497,1.4638467,1.4713247
1.4643875,1.4626937,1.472838,1.4708034,1.4770019,1.4719003,1.4760878,1.4807401,1.4629209,1.470674
1.4638895,1.4615653,1.4719709,1.4702768,1.4766673,1.4715977,1.4762534,1.4807303,1.461995,1.4700234
1.4634023,1.4604369,1.4711037,1.4697503,1.4763328,1.471295,1.4763801,1.4807206,1.4610691,1.4693729
1.4629152,1.4593086,1.4702364,1.4692237,1.4759983,1.4709924,1.4765048,1.4807109,1.4601433,1.4687222
1.4624281,1.4581803,1.4693693,1.468696,1.4756638,1.4706798,1.4766294,1.4807012,1.4592174,1.4680716
1.461997,1.4571813,1.4685397,1.4681854,1.4753337,1.4703605,1.4767311,1.4805936,1.458358,1.4674962
1.4616482,1.4564219,1.4678792,1.4677598,1.4750255,1.4700745,1.4767551,1.4804641,1.457732,1.4669955
1.4612994,1.4556623,1.4672188,1.4673344,1.4747065,1.4697884,1.4767791,1.4803346,1.4571058,1.4664994
1.4609505,1.4549028,1.4665582,1.4669088,1.4743874,1.4695024,1.4768032,1.4802052,1.4564792,1.4660033
1.4606017,1.4541433,1.4658978,1.4664834,1.4740683,1.4692163,1.4768271,1.4800757,1.4558524,1.4655073
1.4602528,1.4533837,1.4652373,1.4660786,1.4737492,1.4689302,1.4768512,1.4799461,1.4552256,1.4650112
1.459904,1.4527025,1.4645768,1.4657203,1.4734184,1.468669,1.4768448,1.4798002,1.4546607,1.4645487
1.4596175,1.4520904,1.4640219,1.4653802,1.4730757,1.468421,1.4767461,1.4795943,1.4541444,1.4641519
1.4594128,1.4516101,1.4635141,1.4650476,1.472748,1.4681644,1.4766474,1.4793774,1.4537456,1.4637551
1.4592081,1.4511398,1.4630064,1.4647151,1.4724202,1.467906,1.4765543,1.4791604,1.4533519,1.4633583
1.4591571,1.451136,1.4627198,1.464463,1.4720683,1.4676645,1.4762423,1.4787353,1.453313,1.4631286
1.459156,1.4512278,1.4625072,1.4642566,1.4717125,1.4674292,1.4758903,1.4782335,1.4533602,1.4629389
1.4591551,1.4513196,1.4622948,1.4640504,1.4713566,1.4671937,1.4755384,1.4777316,1.4534109,1.4627551
1.459154,1.4514114,1.4620824,1.4638442,1.4710007,1.4669584,1.4751863,1.4772296,1.4534899,1.4625744
1.4591529,1.4515032,1.46187,1.4636384,1.4706448,1.466723,1.4748343,1.4767277,1.4535689,1.4624006
1.4591519,1.451595,1.4616574,1.463433,1.470289,1.4664876,1.4744823,1.4762259,1.4536479,1.4622183
