0,1,2,3,4,5,6,7,8,9
0.43993622,0.42621535,0.4463631,0.41778424,0.4421922,0.43029815,0.4102284,0.44036213,0.4254644,0.44737473
0.44078448,0.4258348,0.44542232,0.41783404,0.44166455,0.4305725,0.41135484,0.44120923,0.42630818,0.44825968
0.44163275,0.42545423,0.44448155,0.41788384,0.4411369,0.43094978,0.41248128,0.44205633,0.427152,0.44914463
0.442481,0.4250902,0.44354078,0.41793364,0.44060937,0.43132704,0.41360772,0.44290346,0.42799586,0.45002955
0.4433214,0.42473012,0.4426,0.41798344,0.44008732,0.4317043,0.41473415,0.44375944,0.42883965,0.4509145
0.44415784,0.42437008,0.44165924,0.41803324,0.4395653,0.43208158,0.4158606,0.44463027,0.42968258,0.45179945
0.44499427,0.42401,0.44071847,0.418083,0.43904325,0.43245885,0.41698703,0.44550106,0.43049487,0.4526844
0.4458307,0.42364997,0.4397777,0.41812217,0.4385212,0.43283612,0.41811347,0.44637185,0.43130195,0.45356932
0.4466671,0.42328992,0.43883693,0.41816035,0.43799916,0.43321338,0.41923988,0.44724268,0.4321068,0.45445427
0.44750354,0.42292985,0.43792564,0.41819853,0.43747714,0.43359065,0.42036635,0.4481135,0.43291163,0.45533922
0.44833997,0.4225698,0.43701905,0.4182367,0.4369551,0.43398115,0.4214976,0.4489843,0.43371648,0.45622414
0.4491764,0.42220974,0.43611246,0.41827488,0.43643305,0.43437362,0.42262918,0.44985512,0.43452132,0.45710742
0.45001283,0.4218497,0.43520844,0.41831586,0.435911,0.4347661,0.42376077,0.45072365,0.43532223,0.45798737
0.45084924,0.4214917,0.434311,0.4183829,0.43538898,0.43515858,0.42489237,0.4515786,0.43611765,0.4588673
0.4514462,0.42113954,0.43341723,0.41844997,0.43486694,0.43555218,0.42602393,0.45231017,0.43685338,0.4595007
0.45196584,0.4207874,0.43254176,0.41851702,0.4343449,0.43588054,0.42710626,0.4529579,0.43732354,0.46011713
0.45251495,0.42043522,0.4318037,0.4185841,0.43382284,0.43620887,0.42799577,0.4536056,0.4378088,0.46067297
0.4530905,0.42013016,0.4311238,0.41865116,0.43333957,0.43653724,0.42888528,0.45425332,0.438298,0.4612288
0.45362994,0.42000452,0.43053362,0.41871822,0.4329104,0.43687078,0.4297748,0.45490104,0.43878716,0.46178466
0.4541564,0.41999805,0.42996767,0.41878527,0.43248126,0.43720698,0.43066427,0.4555196,0.43927634,0.46233505
0.45468286,0.42002958,0.42941463,0.41888082,0.43207777,0.4375558,0.43142894,0.45608667,0.4397592,0.4628705
0.45511508,0.42008236,0.42886156,0.41914487,0.43168512,0.43793538,0.43213335,0.45671105,0.44017196,0.46334594
0.45523363,0.42021203,0.4283085,0.4194512,0.4312931,0.43832186,0.43281248,0.4572164,0.44058472,0.4637164
0.4552421,0.4203487,0.42778453,0.4197606,0.4309517,0.4386897,0.4334916,0.45756477,0.4409975,0.46408683
0.455235,0.4205597,0.42736065,0.42007825,0.43072784,0.43894506,0.43380237,0.45776445,0.44158396,0.46439356
0.4546356,0.4208971,0.42699787,0.42037463,0.43064556,0.43911338,0.43397808,0.4578794,0.44195774,0.4639859
0.45398876,0.42137912,0.4268429,0.42067763,0.4306383,0.43928853,0.43405136,0.4576613,0.4422433,0.46365267
0.45334193,0.42187127,0.42672285,0.42107642,0.43063104,0.43950668,0.43396527,0.45732543,0.44252887,0.46336028
0.4527018,0.4223228,0.42664492,0.42136168,0.4306218,0.43972483,0.433658,0.4569913,0.4426905,0.46301335
0.4521366,0.42268202,0.42658663,0.42164692,0.43073115,0.43994296,0.43328074,0.45666155,0.44272602,0.4626234
0.45157138,0.42304677,0.4267066,0.42193618,0.43095863,0.4401312,0.4329343,0.45633182,0.44276154,0.46221805
0.45075646,0.42347685,0.4269308,0.42227566,0.43123946,0.44011143,0.4324234,0.4558535,0.44276893,0.46157622
0.44976103,0.42408404,0.42719072,0.42262563,0.4315557,0.44008952,0.43174797,0.45521387,0.44258535,0.46082735
0.44874734,0.424692,0.4274793,0.4229756,0.43187192,0.4400739,0.43107253,0.4545708,0.44238603,0.46007848
0.4477334,0.42535168,0.42781687,0.42335707,0.43219852,0.4400601,0.43037796,0.45392776,0.44217914,0.45932996
0.44670326,0.42607757,0.42822,0.42379647,0.43254,0.4400481,0.42962497,0.45325068,0.44195262,0.45857123
0.44562,0.4268342,0.42868686,0.42432937,0.43298355,0.4400274,0.42877012,0.45251673,0.4416591,0.45779854
0.44452903,0.42767397,0.42921835,0.42490673,0.4334777,0.43998188,0.4279009,0.4517828,0.4413887,0.45702243
