0,1,2,3,4,5,6,7,8,9
0.32714677,0.3380795,0.36000153,0.35504192,0.33527353,0.35477015,0.3382075,0.35770673,0.34513634,0.35988522
0.3270489,0.33905137,0.36002967,0.35513827,0.3346771,0.35404685,0.33896598,0.3570778,0.34460604,0.35980853
0.32695106,0.34002328,0.36010724,0.355236,0.33408067,0.35332358,0.33972445,0.3564489,0.34407574,0.35973185
0.3268532,0.34099516,0.3601848,0.35533372,0.33348423,0.35260028,0.3404829,0.35581997,0.34354544,0.35965517
0.32675532,0.34196705,0.36026236,0.35543147,0.33288783,0.35188663,0.34124136,0.35519105,0.34301513,0.35957846
0.32665747,0.34293896,0.36033994,0.3555292,0.3322914,0.3511817,0.34199983,0.35456213,0.34247842,0.35950708
0.3265596,0.34391084,0.3604175,0.35562694,0.33169496,0.35047677,0.34275827,0.35391915,0.34192884,0.35943675
0.32646173,0.34488273,0.36049506,0.35572466,0.33109856,0.34977183,0.34351674,0.3532747,0.34137926,0.3593664
0.3263639,0.3458546,0.3605726,0.3558224,0.33050212,0.3490669,0.3442752,0.35263026,0.34082967,0.35929605
0.32626602,0.3468265,0.36065018,0.35592014,0.32986808,0.34836197,0.34503368,0.35198507,0.3402801,0.3592257
0.32616815,0.3477984,0.36072773,0.3560258,0.32923836,0.34765705,0.3457921,0.351339,0.3397305,0.35915536
0.3260703,0.3487703,0.3608053,0.3561515,0.32863033,0.34695214,0.34655058,0.350693,0.33917475,0.359085
0.32597244,0.34974217,0.36087382,0.3562772,0.32800007,0.3462472,0.34718478,0.35004693,0.33861205,0.35901466
0.32587457,0.35071406,0.36095193,0.35640267,0.3274872,0.34554228,0.34777984,0.34940088,0.33804935,0.3589443
0.3259802,0.35168594,0.3610385,0.35652587,0.32708004,0.3448519,0.3483749,0.34881604,0.33748674,0.35887396
0.32623705,0.3526252,0.36112508,0.3566506,0.3266729,0.34437424,0.34896997,0.34829617,0.3370546,0.35879883
