0,1,2,3,4,5,6,7,8,9
0.39838344,0.4052867,0.39247417,0.39106795,0.4027884,0.40136558,0.39773518,0.4051912,0.40210125,0.39285895
0.3973449,0.40369236,0.39120722,0.38974813,0.4015771,0.40014252,0.396581,0.40421125,0.40079042,0.39179513
0.3963064,0.4022115,0.38990834,0.3884284,0.4004327,0.39887688,0.3954275,0.40327045,0.39947966,0.3906927
0.3952679,0.40097538,0.38856676,0.38710856,0.399357,0.39766774,0.39424214,0.40259978,0.39809355,0.38957494
0.39422938,0.40012553,0.38744178,0.38578063,0.39856067,0.39654246,0.39303544,0.4018206,0.3969523,0.3886537
0.39347693,0.3992757,0.38622022,0.38444874,0.39776114,0.395276,0.39209184,0.40091696,0.3958374,0.38773212
0.3926526,0.39842588,0.38499868,0.3833926,0.3967827,0.39394292,0.39099944,0.39999384,0.39472243,0.3868105
0.39161906,0.39743698,0.38377717,0.38233635,0.39564523,0.39260978,0.389907,0.39905238,0.39360735,0.3858889
0.3905825,0.3964079,0.3825556,0.38128015,0.39448968,0.3912767,0.3888146,0.39794055,0.39248666,0.3849674
0.3895447,0.39538252,0.3813294,0.38018012,0.3935142,0.39012685,0.3877222,0.39683157,0.39142105,0.38404578
0.38850135,0.39426944,0.3801282,0.37905553,0.3925132,0.38904804,0.38662976,0.3957651,0.39082843,0.3831211
0.3874402,0.39317757,0.37906453,0.3779309,0.3914769,0.38796505,0.38560197,0.39466804,0.39036044,0.38214764
0.38630268,0.3921914,0.37812284,0.37694463,0.3904514,0.3869454,0.38454807,0.39346704,0.3899232,0.38129693
0.38518357,0.39126757,0.3772078,0.37619647,0.38944054,0.3859791,0.38370156,0.392102,0.3894443,0.38083786
0.38444114,0.3903189,0.37615117,0.3754838,0.3883926,0.38526994,0.38299736,0.3906808,0.38903645,0.38072324
0.3838998,0.38912168,0.37497902,0.3745779,0.38713256,0.38447106,0.3819343,0.38932648,0.38842544,0.38035136
0.38305715,0.38786697,0.3742365,0.37390047,0.3856366,0.38355443,0.3803788,0.38788003,0.38712996,0.37953448
0.3822295,0.38633218,0.37331063,0.37292707,0.3844438,0.38240495,0.37809026,0.3865075,0.3860596,0.37805334
0.3805854,0.38447115,0.3713849,0.37089074,0.3831151,0.3805674,0.37523234,0.38414764,0.38388872,0.3764171
0.37781128,0.3820169,0.36906645,0.3677838,0.38061872,0.37791342,0.37254074,0.38111243,0.38109177,0.37407154
0.37485862,0.37978625,0.36680084,0.3650569,0.37794718,0.37511683,0.3700092,0.37813145,0.37801513,0.3715572
0.37198713,0.37669483,0.36390564,0.36214313,0.37501603,0.372172,0.36695722,0.3747603,0.3750449,0.3684256
0.36917323,0.3735821,0.3609072,0.3590471,0.3720438,0.36917683,0.36381286,0.37126192,0.37204918,0.36525005
0.36640576,0.37044272,0.35771748,0.35597077,0.36904448,0.36619836,0.36067823,0.36770973,0.36890233,0.3620471
0.36358806,0.36730334,0.35452777,0.35287297,0.3660218,0.3632226,0.35764292,0.36414498,0.36574945,0.35884413
0.36077037,0.36407754,0.35130936,0.34977514,0.36299923,0.36021444,0.35468885,0.36062446,0.36257076,0.35560468
0.35783085,0.3607785,0.34800085,0.3466452,0.35997656,0.35715064,0.3516214,0.35703492,0.3592781,0.35221812
0.35489228,0.35742527,0.34471607,0.3434274,0.3568284,0.35398486,0.348504,0.35336044,0.35586938,0.3488561
0.35188845,0.35407203,0.3415506,0.34038165,0.3535813,0.3509958,0.34538662,0.34967348,0.35246062,0.3456045
0.3490725,0.3509045,0.33849087,0.3373888,0.35039756,0.34800676,0.34238142,0.34625432,0.34933692,0.34255844
0.34631935,0.347807,0.3354311,0.33439597,0.34737602,0.3450177,0.33960232,0.34287617,0.34631163,0.33951235
0.3435957,0.3447095,0.33237135,0.3314031,0.34435454,0.34204915,0.3368232,0.3395597,0.34328127,0.33646625
0.34096634,0.34161198,0.3293116,0.32841027,0.34142438,0.33917993,0.3340441,0.33626464,0.3402261,0.33342013
0.33833697,0.33846775,0.3262215,0.32541743,0.33853152,0.33624774,0.33126494,0.33293447,0.33711857,0.33037403
0.33572242,0.3353506,0.32313147,0.32240993,0.33569956,0.33324918,0.3284645,0.32967317,0.33407927,0.32747248
0.33318728,0.33220187,0.3200494,0.31929037,0.3328597,0.33024195,0.32570773,0.3264915,0.3310644,0.3245902
0.33049905,0.32918367,0.31699222,0.31621218,0.3299231,0.32731274,0.3228945,0.3232358,0.3280142,0.32162008
0.3278108,0.32614353,0.3139286,0.31308484,0.32698697,0.3243835,0.32007506,0.31996763,0.32496405,0.31851318
0.32512674,0.32309866,0.31086493,0.30998334,0.32408538,0.3214821,0.31722966,0.31673554,0.3219516,0.31540653
0.32250232,0.32012647,0.30786568,0.30720627,0.32118377,0.31860182,0.31442946,0.31350344,0.31895632,0.31232247
0.3198779,0.31730914,0.30501533,0.304457,0.31826782,0.31579766,0.31166622,0.31027138,0.31621522,0.30924812
0.31749338,0.31455183,0.3022407,0.30170777,0.31552345,0.31312087,0.30910927,0.30703926,0.31346217,0.30640942
0.31512943,0.3119924,0.29945022,0.2989585,0.31280035,0.3104441,0.30657935,0.30403388,0.3108149,0.30357072
0.31276554,0.30943292,0.296695,0.29632932,0.3101583,0.30776733,0.30420017,0.3010616,0.30819356,0.30073202
0.3103986,0.3071295,0.29419026,0.29371548,0.30755407,0.3052958,0.30193532,0.2982043,0.30577603,0.29795712
0.3080225,0.30500722,0.29181874,0.29119194,0.3051765,0.30313823,0.29987055,0.29545477,0.30335853,0.2955241
0.30642214,0.302885,0.28970516,0.28889576,0.302841,0.30098063,0.29788405,0.2930639,0.30095008,0.29318526
0.30525574,0.30076274,0.28827268,0.28673187,0.30092162,0.29943797,0.29636157,0.291436,0.2987061,0.29097396
0.30430996,0.29934776,0.28684023,0.28519133,0.29946157,0.29815477,0.2951581,0.28980806,0.2967672,0.28945366
0.30335087,0.29805386,0.28540778,0.28380862,0.298084,0.2968819,0.29400715,0.28818014,0.2952536,0.28793335
0.30239174,0.29675993,0.28397533,0.28247124,0.2967111,0.29561934,0.29286143,0.2865522,0.2937546,0.28641304
0.3014326,0.29548267,0.28275952,0.2811523,0.29535073,0.2943562,0.29171744,0.28494924,0.29226315,0.28489944
0.30054498,0.29421464,0.28156263,0.2800734,0.2939953,0.29326782,0.29057565,0.28337193,0.29096493,0.28344515
0.29982433,0.29294664,0.28036574,0.27901715,0.2926398,0.29226655,0.28943384,0.2817946,0.28976125,0.2822095
0.29910362,0.2916786,0.2791688,0.2779609,0.29144743,0.2912653,0.28829208,0.28031483,0.28860646,0.28102785
0.29838294,0.2904118,0.2779719,0.27690467,0.29034734,0.290264,0.2871503,0.27899277,0.28745008,0.2798462
0.29766226,0.2893922,0.27677497,0.27584845,0.28924724,0.28934485,0.28622186,0.27767068,0.28635687,0.27867267
0.29694158,0.2883916,0.27557805,0.2747922,0.28829324,0.28867003,0.28569844,0.27634856,0.28556663,0.27752814
0.2962209,0.28739095,0.27438113,0.27373594,0.28758028,0.2879952,0.28519702,0.2752621,0.2847764,0.2767409
0.29550025,0.28654385,0.27318427,0.27267972,0.2868673,0.2873204,0.28469557,0.2743156,0.28398612,0.27595365
0.29477954,0.285926,0.27199888,0.2716235,0.28615433,0.2866456,0.28419414,0.27336916,0.28319588,0.2751664
0.29432228,0.28530815,0.27114615,0.27056724,0.28544134,0.28597078,0.2836927,0.27242267,0.2824056,0.27437916
